Aaien	Aaide	Geaaid
Pipetteren	Pipetteerde	Gepipetteerd
Pirouetteren	Pirouetteerde	Gepirouetteerd
Pitchen	Pitchte	Gepitcht
Pitsen	Pitste	Gepitst
Plaasteren	Plaasterde	Geplaasterd
Plafonneren	Plafonneerde	Geplafonneerd
Plagen	Plaagde	Geplaagd
Plaggen	Plagde	Geplagd
Plagiëren	Plagieerde	Geplagieerd
Plamuren	Plamuurde	Geplamuurd
Planeren	Planeerde	Geplaneerd
Planteren	Planteerde	Geplanteerd
Plasregenen	Plasregende	Geplasregend
Plastificeren	Plastificeerde	Geplastificeerd
Plateren	Plateerde	Geplateerd
Platineren	Platineerde	Geplatineerd
Platten	Platte	Geplat
Platvoeten	Platvoette	Geplatvoet
Playbacken	Playbackte	Geplaybackt
Pleiten	Pleitte	Gepleit
Plekken	Plekte	Geplekt
Plempen	Plempte	Geplempt
Plensregenen	Plensregende	Geplensregend
Plenzen	Plensde	Geplensd
Pletsen	Pletste	Gepletst
Pletten	Plette	Geplet
Pletteren	Pletterde	Gepletterd
Pleuren	Pleurde	Gepleurd
Plezieren	Plezierde	Geplezierd
Plisseren	Plisseerde	Geplisseerd
Ploffen	Plofte	Geploft
Plompen	Plompte	Geplompt
Ploten	Plootte	Geploot
Plotten	Plotte	Geplot
Pluggen	Plugde	Geplugd
Pluimen	Pluimde	Gepluimd
Pluimstrijken	Pluimstrijkte	Gepluimstrijkt
Pluizen	Pluisde	Gepluisd
Pluizen	Ploos	Geplozen
Plukharen	Plukhaarde	Geplukhaard
Plussen	Pluste	Geplust
Pocheren	Pocheerde	Gepocheerd
Poedelen	Poedelde	Gepoedeld
Poederen	Poederde	Gepoederd
Poeieren	Poeierde	Gepoeierd
Poeren	Poerde	Gepoerd
Poffen	Pofte	Gepoft
Pogoën	Pogode	Gepogood
Pointeren	Pointeerde	Gepointeerd
Pointilleren	Pointilleerde	Gepointilleerd
Poken	Pookte	Gepookt
Pokeren	Pokerde	Gepokerd
Pokken	Pokte	Gepokt
Polariseren	Polariseerde	Gepolariseerd
Polemiseren	Polemiseerde	Gepolemiseerd
Polieren	Polierde	Gepolierd
Politiseren	Politiseerde	Gepolitiseerd
Politoeren	Politoerde	Gepolitoerd
Poloën	Polode	Gepolood
Polsstokspringen		
Polychromeren	Polychromeerde	Gepolychromeerd
Polymeriseren	Polymeriseerde	Gepolymeriseerd
Pommaderen	Pommadeerde	Gepommadeerd
Poneren	Poneerde	Geponeerd
Pontificeren	Pontificeerde	Gepontificeerd
Pooien	Pooide	Gepooid
Poolen	Poolde	Gepoold
Popelen	Popelde	Gepopeld
Populariseren	Populariseerde	Gepopulariseerd
Porren	Porde	Gepord
Portelen	Portelde	Geporteld
Portretteren	Portretteerde	Geportretteerd
Positioneren	Positioneerde	Gepositioneerd
Postdateren	Postdateerde	Gepostdateerd
Posten	Postte	Gepost
Posteren	Posteerde	Geposteerd
Postuleren	Postuleerde	Gepostuleerd
Potloden	Potloodde	Gepotlood
Potten	Potte	Gepot
Potverteren	Potverteerde	Potverteerd
Pozen	Poosde	Gepoosd
Poëtiseren	Poëtiseerde	Gepoëtiseerd
Prachen	Prachte	Gepracht
Prakken	Prakte	Geprakt
Prakkezeren	Prakkezeerde	Geprakkezeerd
Prakkiseren	Prakkiseerde	Geprakkiseerd
Praktiseren	Praktiseerde	Gepraktiseerd
Pramen	Praamde	Gepraamd
Prangen	Prangde	Geprangd
Pratikeren	Pratikeerde	Gepratikeerd
Preadviseren	Preadviseerde	Gepreadviseerd
Precipiteren	Precipiteerde	Geprecipiteerd
Preciseren	Preciseerde	Gepreciseerd
Predestineren	Predestineerde	Gepredestineerd
Prediceren	Prediceerde	Geprediceerd
Predisponeren	Predisponeerde	Gepredisponeerd
Predomineren	Predomineerde	Gepredomineerd
Prefabriceren	Prefabriceerde	Geprefabriceerd
Prefigeren	Prefigeerde	Geprefigeerd
Preluderen	Preludeerde	Gepreludeerd
Premediteren	Premediteerde	Gepremediteerd
Prenten	Prentte	Geprent
Preoccuperen	Preoccupeerde	Gepreoccupeerd
Prepareren	Prepareerde	Geprepareerd
Preserveren	Preserveerde	Gepreserveerd
Presseren	Presseerde	Gepresseerd
Presteren	Presteerde	Gepresteerd
Presumeren	Presumeerde	Gepresumeerd
Pretenderen	Pretendeerde	Gepretendeerd
Preutelen	Preutelde	Gepreuteld
Priegelen	Priegelde	Gepriegeld
Primeren	Primeerde	Geprimeerd
Prioriteren	Prioriteerde	Geprioriteerd
Privatiseren	Privatiseerde	Geprivatiseerd
Privilegiëren	Privilegieerde	Geprivilegieerd
Problematiseren	Problematiseerde	Geproblematiseerd
Procederen	Procedeerde	Geprocedeerd
Producen	Producete	Geproducet
Professen	Profeste	Geprofest
Professionaliseren	Professionaliseerde	Geprofessionaliseerd
Profeteren	Profeteerde	Geprofeteerd
Profileren	Profileerde	Geprofileerd
Prognosticeren	Prognosticeerde	Geprognosticeerd
Projecteren	Projecteerde	Geprojecteerd
Proletariseren	Proletariseerde	Geproletariseerd
Prolongeren	Prolongeerde	Geprolongeerd
Promoten	Promootte	Gepromoot
Prononceren	Prononceerde	Geprononceerd
Pronostikeren	Pronostikeerde	Gepronostikeerd
Proosten	Proostte	Geproost
Propaganderen	Propagandeerde	Gepropagandeerd
Propageren	Propageerde	Gepropageerd
Proponeren	Proponeerde	Geproponeerd
Proppen	Propte	Gepropt
Prospecteren	Prospecteerde	Geprospecteerd
Prospereren	Prospereerde	Geprospereerd
Prostitueren	Prostitueerde	Geprostitueerd
Protegeren	Protegeerde	Geprotegeerd
Protocolleren	Protocolleerde	Geprotocolleerd
Protsen	Protste	Geprotst
Pruimen	Pruimde	Gepruimd
Prutsen	Prutste	Geprutst
Pruttelen	Pruttelde	Geprutteld
Psalmeren	Psalmeerde	Gepsalmeerd
Psalmodiëren	Psalmodieerde	Gepsalmodieerd
Psychologiseren	Psychologiseerde	Gepsychologiseerd
Puberen	Puberde	Gepuberd
Puddelen	Puddelde	Gepuddeld
Puffen	Pufte	Gepuft
Puilen	Puilde	Gepuild
Puimen	Puimde	Gepuimd
Pulken	Pulkte	Gepulkt
Pulsen	Pulste	Gepulst
Pulseren	Pulseerde	Gepulseerd
Pulveren	Pulverde	Gepulverd
Pulveriseren	Pulveriseerde	Gepulveriseerd
Puncteren	Puncteerde	Gepuncteerd
Punniken	Punnikte	Gepunnikt
Punten	Puntte	Gepunt
Punteren	Punteerde	Gepunteerd
Punteren	Punterde	Gepunterd
Puren	Puurde	Gepuurd
Pureren	Pureerde	Gepureerd
Purperen	Purperde	Gepurperd
Pushen	Pushte	Gepusht
Pussen	Puste	Gepust
Putsen	Putste	Geputst
Puzzelen	Puzzelde	Gepuzzeld
Quadrilleren	Quadrilleerde	Gequadrilleerd
Queruleren	Queruleerde	Gequeruleerd
Quoteren	Quoteerde	Gequoteerd
Quotiseren	Quotiseerde	Gequotiseerd
Raaien	Raaide	Geraaid
Rabatten	Rabatte	Gerabat
Rabatteren	Rabatteerde	Gerabatteerd
Rabbelen	Rabbelde	Gerabbeld
Racletten	Raclette	Geraclet
Radbraken	Radbraakte	Geradbraakt
Raderen	Radeerde	Geradeerd
Radicaliseren	Radicaliseerde	Geradicaliseerd
Radiograferen	Radiografeerde	Geradiografeerd
Rafelen	Rafelde	Gerafeld
Raffelen	Raffelde	Geraffeld
Ragen	Raagde	Geraagd
Raggen	Ragde	Geragd
Railleren	Railleerde	Gerailleerd
Raisonneren	Raisonneerde	Geraisonneerd
Rakelen	Rakelde	Gerakeld
Raketten	Rakette	Geraket
Rakkeren	Rakkerde	Gerakkerd
Rammeien	Rammeide	Gerammeid
Rammelen	Rammelde	Gerammeld
Rammen	Ramde	Geramd
Rampetampen	Rampetampte	Gerampetampt
Rampokken	Rampokte	Gerampokt
Ramsjen	Ramsjte	Geramsjt
Randen	Randde	Gerand
Ranken	Rankte	Gerankt
Ranselen	Ranselde	Geranseld
Rantsoeneren	Rantsoeneerde	Gerantsoeneerd
Rappelleren	Rappelleerde	Gerappelleerd
Rappen	Rapte	Gerapt
Rapporteren	Rapporteerde	Gerapporteerd
Raseren	Raseerde	Geraseerd
Raspen	Raspte	Geraspt
Rasteren	Rasterde	Gerasterd
Ratelen	Ratelde	Gerateld
Ratineren	Ratineerde	Geratineerd
Rationaliseren	Rationaliseerde	Gerationaliseerd
Ratsen	Ratste	Geratst
Ratten	Ratte	Gerat
Rauwdouwen	Rauwdouwde	Gerauwdouwd
Rauzen	Rausde	Gerausd
Ravotten	Ravotte	Geravot
Re-integreren	Re-integreerde	Gere-integreerd
Reactiveren	Reactiveerde	Gereactiveerd
Reaffecteren	Reaffecteerde	Gereaffecteerd
Reageren	Reageerde	Gereageerd
Reanimeren	Reanimeerde	Gereanimeerd
Reassureren	Reassureerde	Gereassureerd
Rebbelen	Rebbelde	Gerebbeld
Rebooten	Rebootte	Gereboot
Recapituleren	Recapituleerde	Gerecapituleerd
Recappen	Recapte	Gerecapt
Recepteren	Recepteerde	Gerecepteerd
Rechercheren	Rechercheerde	Gerechercheerd
Rechten	Rechtte	Gerecht
Rechtvaardigen	Rechtvaardigde	Gerechtvaardigd
Recidiveren	Recidiveerde	Gerecidiveerd
Recipiëren	Recipieerde	Gerecipieerd
Reciproceren	Reciproceerde	Gereciproceerd
Recirculeren	Recirculeerde	Gerecirculeerd
Reclameren	Reclameerde	Gereclameerd
Reclasseren	Reclasseerde	Gereclasseerd
Recombineren	Recombineerde	Gerecombineerd
Recreëren	Recreëerde	Gerecreëerd
Recupereren	Recupereerde	Gerecupereerd
Recyclen	Recyclede	Gerecycled
Recycleren	Recycleerde	Gerecycleerd
Redderen	Redderde	Geredderd
Redekavelen	Redekavelde	Geredekaveld
Reden	Reedde	Gereed
Redeneren	Redeneerde	Geredeneerd
Redevoeren	Redevoerde	Geredevoerd
Redoubleren	Redoubleerde	Geredoubleerd
Redresseren	Redresseerde	Geredresseerd
Reeuwen	Reeuwde	Gereeuwd
Refuseren	Refuseerde	Gerefuseerd
Regaleren	Regaleerde	Geregaleerd
Regarderen	Regardeerde	Geregardeerd
Regenereren	Regenereerde	Geregenereerd
Reggen	Regde	Geregd
Regionaliseren	Regionaliseerde	Geregionaliseerd
Regisseren	Regisseerde	Geregisseerd
Registeren	Registerde	Geregisterd
Reglementeren	Reglementeerde	Gereglementeerd
Regulariseren	Regulariseerde	Geregulariseerd
Rehabiliteren	Rehabiliteerde	Gerehabiliteerd
Reien	Reide	Gereid
Reiken	Reikte	Gereikt
Reilen	Reilde	Gereild
Reizen	Reisde	Gereisd
Rekestreren	Rekestreerde	Gerekestreerd
Rekruteren	Rekruteerde	Gerekruteerd
Rekwestreren	Rekwestreerde	Gerekwestreerd
Relateren	Relateerde	Gerelateerd
Relativeren	Relativeerde	Gerelativeerd
Relaxen	Relaxte	Gerelaxt
Relayeren	Relayeerde	Gerelayeerd
Releveren	Releveerde	Gereleveerd
Rellen	Relde	Gereld
Rembourseren	Rembourseerde	Gerembourseerd
Remediëren	Remedieerde	Geremedieerd
Remigreren	Remigreerde	Geremigreerd
Remiseren	Remiseerde	Geremiseerd
Remitteren	Remitteerde	Geremitteerd
Remixen	Remixte	Geremixt
Remonstreren	Remonstreerde	Geremonstreerd
Remplaceren	Remplaceerde	Geremplaceerd
Remunereren	Remunereerde	Geremunereerd
Renationaliseren	Renationaliseerde	Gerenationaliseerd
Renen	Reende	Gereend
Renonceren	Renonceerde	Gerenonceerd
Renormaliseren	Renormaliseerde	Gerenormaliseerd
Rentabiliseren	Rentabiliseerde	Gerentabiliseerd
Renten	Rentte	Gerent
Rentenieren	Rentenierde	Gerentenierd
Reorganiseren	Reorganiseerde	Gereorganiseerd
Repasseren	Repasseerde	Gerepasseerd
Repatriëren	Repatrieerde	Gerepatrieerd
Repelen	Repelde	Gerepeld
Repen	Reepte	Gereept
Repeteren	Repeteerde	Gerepeteerd
Reppen	Repte	Gerept
Representeren	Representeerde	Gerepresenteerd
Rescontreren	Rescontreerde	Gerescontreerd
Resetten	Resette	Gereset
Resigneren	Resigneerde	Geresigneerd
Resisteren	Resisteerde	Geresisteerd
Resocialiseren	Resocialiseerde	Geresocialiseerd
Resolveren	Resolveerde	Geresolveerd
Respireren	Respireerde	Gerespireerd
Responderen	Respondeerde	Gerespondeerd
Ressorteren	Ressorteerde	Geressorteerd
Restylen	Restylede	Gerestyled
Retarderen	Retardeerde	Geretardeerd
Retireren	Retireerde	Geretireerd
Retrograderen	Retrogradeerde	Geretrogradeerd
Reutelen	Reutelde	Gereuteld
Revaccineren	Revaccineerde	Gerevaccineerd
Revalideren	Revalideerde	Gerevalideerd
Revaloriseren	Revaloriseerde	Gerevaloriseerd
Revalueren	Revalueerde	Gerevalueerd
Revancheren	Revancheerde	Gerevancheerd
Reveleren	Reveleerde	Gereveleerd
Reven	Reefde	Gereefd
Revideren	Revideerde	Gerevideerd
Revieren	Revierde	Gerevierd
Revitaliseren	Revitaliseerde	Gerevitaliseerd
Revolteren	Revolteerde	Gerevolteerd
Revolutioneren	Revolutioneerde	Gerevolutioneerd
Reïncarneren	Reïncarneerde	Gereïncarneerd
Reüsseren	Reüsseerde	Gereüsseerd
Ribbelen	Ribbelde	Geribbeld
Ribben	Ribde	Geribd
Ridderen	Ridderde	Geridderd
Ridiculiseren	Ridiculiseerde	Geridiculiseerd
Riedelen	Riedelde	Geriedeld
Riemen	Riemde	Geriemd
Rijen	Rijde	Gerijd
Rijmelen	Rijmelde	Gerijmeld
Rijmen	Rijmde	Gerijmd
Rijpen	Rijpte	Gerijpt
Rijsttafelen	Rijsttafelde	Gerijsttafeld
Rijven	Reef	Gereven
Rikkekikken	Rikkekikte	Gerikkekikt
Rikken	Rikte	Gerikt
Rikketikken	Rikketikte	Gerikketikt
Rikkikken	Rikkikte	Gerikkikt
Ringelen	Ringelde	Geringeld
Ringeloren	Ringeloorde	Geringeloord
Ringen	Ringde	Geringd
Rinkelrooien	Rinkelrooide	Gerinkelrooid
Rinkinken	Rinkinkte	Gerinkinkt
Rioleren	Rioleerde	Gerioleerd
Riposteren	Riposteerde	Geriposteerd
Rippen	Ripte	Geript
Risken	Riskte	Geriskt
Risten	Ristte	Gerist
Ristorneren	Ristorneerde	Geristorneerd
Ritmeren	Ritmeerde	Geritmeerd
Ritten	Ritte	Gerit
Ritualiseren	Ritualiseerde	Geritualiseerd
Rivaliseren	Rivaliseerde	Gerivaliseerd
Robberen	Robberde	Gerobberd
Robotiseren	Robotiseerde	Gerobotiseerd
Rochelen	Rochelde	Gerocheld
Rock-'n-rollen	Rock-'n-rolde	Gerock-'n-rold
Rocken	Rockte	Gerockt
Rodelen	Rodelde	Gerodeld
Roderen	Rodeerde	Gerodeerd
Roefelen	Roefelde	Geroefeld
Roekoeken	Roekoekte	Geroekoekt
Roerbakken	Roerbakte	Geroerbakt
Roeten	Roette	Geroet
Roetsjen	Roetsjte	Geroetsjt
Roezemoezen	Roezemoesde	Geroezemoesd
Roezen	Roesde	Geroesd
Roffelen	Roffelde	Geroffeld
Rokeren	Rokeerde	Gerokeerd
Rokken	Rokte	Gerokt
Rollebollen	Rollebolde	Gerollebold
Rolleren	Rolleerde	Gerolleerd
Rolschaatsen	Rolschaatste	Gerolschaatst
Romaniseren	Romaniseerde	Geromaniseerd
Romantiseren	Romantiseerde	Geromantiseerd
Rommelen	Rommelde	Gerommeld
Ronden	Rondde	Gerond
Ronselen	Ronselde	Geronseld
Roosten	Roostte	Geroost
Roppen	Ropte	Geropt
Rossen	Roste	Gerost
Roten	Rootte	Geroot
Roteren	Roteerde	Geroteerd
Rotzooien	Rotzooide	Gerotzooid
Routeren	Routeerde	Gerouteerd
Rouwdouwen	Rouwdouwde	Gerouwdouwd
Rouwen	Rouwde	Gerouwd
Rouwklagen	Rouwklaagde	Gerouwklaagd
Rubriceren	Rubriceerde	Gerubriceerd
Ruften	Ruftte	Geruft
Rugbyen	Rugbyde	Gerugbyd
Ruien	Ruide	Geruid
Ruilebuiten	Ruilebuitte	Geruilebuit
Ruiten	Ruitte	Geruit
Ruiven	Ruifde	Geruifd
Ruizelen	Ruizelde	Geruizeld
Rukken	Rukte	Gerukt
Rumoeren	Rumoerde	Gerumoerd
Runnen	Runde	Gerund
Russificeren	Russificeerde	Gerussificeerd
Ruwen	Ruwde	Geruwd
Röntgenen	Röntgende	Geröntgend
		Web Storage
.com	.net	.org
.us	.ca	.tv
.biz	.info	.co.uk
Sabbelen	Sabbelde	Gesabbeld
Sabberen	Sabberde	Gesabberd
Sabelen	Sabelde	Gesabeld
Saboteren	Saboteerde	Gesaboteerd
Sacreren	Sacreerde	Gesacreerd
Sacrifiëren	Sacrifieerde	Gesacrifieerd
Sakkeren	Sakkerde	Gesakkerd
Salueren	Salueerde	Gesalueerd
Sammelen	Sammelde	Gesammeld
Samplen	Samplede	Gesampled
Sanctioneren	Sanctioneerde	Gesanctioneerd
Saneren	Saneerde	Gesaneerd
Sappelen	Sappelde	Gesappeld
Sapperen	Sappeerde	Gesappeerd
Sassen	Saste	Gesast
Satineren	Satineerde	Gesatineerd
Sausen	Sauste	Gesaust
Sauveren	Sauveerde	Gesauveerd
Sauzen	Sausde	Gesausd
Saven	Savede	Gesaved
Scalperen	Scalpeerde	Gescalpeerd
Scanderen	Scandeerde	Gescandeerd
Scannen	Scande	Gescand
Schaarden	Schaardde	Geschaard
Schaatsen	Schaatste	Geschaatst
Schaatsenrijden		
Schaffen	Schafte	Geschaft
Schaften	Schaftte	Geschaft
Schalen	Schaalde	Geschaald
Schallen	Schalde	Geschald
Schalmen	Schalmde	Geschalmd
Schamen	Schaamde	Geschaamd
Schampen	Schampte	Geschampt
Schamperen	Schamperde	Geschamperd
Schandaliseren	Schandaliseerde	Geschandaliseerd
Schandmerken	Schandmerkte	Geschandmerkt
Schandvlekken	Schandvlekte	Geschandvlekt
Scharen	Schaarde	Geschaard
Scharnieren	Scharnierde	Gescharnierd
Scharrelbenen	Scharrelbeende	Gescharrelbeend
Scharren	Scharde	Geschard
Schavelen	Schaveelde	Geschaveeld
Schaverdijnen	Schaverdijnde	Geschaverdijnd
Schavielen	Schavielde	Geschavield
Scheidsrechteren	Scheidsrechterde	Gescheidsrechterd
Schelden	Schold	Gescholden
Schematiseren	Schematiseerde	Geschematiseerd
Schemeren	Schemerde	Geschemerd
Schepen	Scheepte	Gescheept
Schermen	Schermde	Geschermd
Schermutselen	Schermutselde	Geschermutseld
Scherven	Scherfde	Gescherfd
Schetteren	Schetterde	Geschetterd
Scheuken	Scheukte	Gescheukt
Schiemannen	Schiemande	Geschiemand
Schilferen	Schilferde	Geschilferd
Schipperen	Schipperde	Geschipperd
Schmieren	Schmierde	Geschmierd
Schnabbelen	Schnabbelde	Geschnabbeld
Schobben	Schobde	Geschobd
Schoeien	Schoeide	Geschoeid
Schofferen	Schoffeerde	Geschoffeerd
Schokschouderen	Schokschouderde	Geschokschouderd
Scholpen	Scholpte	Gescholpt
Schonen	Schoonde	Geschoond
Schooieren	Schooierde	Geschooierd
Schoolmeesteren	Schoolmeesterde	Geschoolmeesterd
Schoonschrijven		
Schorten	Schortte	Geschort
Schotelen	Schotelde	Geschoteld
Schouderen	Schouderde	Geschouderd
Schoven	Schoofde	Geschoofd
Schrafelen	Schrafelde	Geschrafeld
Schrafferen	Schraffeerde	Geschraffeerd
Schralen	Schraalde	Geschraald
Schrankelen	Schrankelde	Geschrankeld
Schranken	Schrankte	Geschrankt
Schransen	Schranste	Geschranst
Schranzen	Schransde	Geschransd
Schrijbenen	Schrijbeende	Geschrijbeend
Schrijnen	Schrijnde	Geschrijnd
Schrobben	Schrobde	Geschrobd
Schroden	Schroodde	Geschrood
Schroeien	Schroeide	Geschroeid
Schroeven	Schroefde	Geschroefd
Schrokken	Schrokte	Geschrokt
Schrompelen	Schrompelde	Geschrompeld
Schrooien	Schrooide	Geschrooid
Schroten	Schrootte	Geschroot
Schubben	Schubde	Geschubd
Schuddebollen	Schuddebolde	Geschuddebold
Schuddebuiken	Schuddebuikte	Geschuddebuikt
Schuddekoppen	Schuddekopte	Geschuddekopt
Schuifelen	Schuifelde	Geschuifeld
Schuimbekken	Schuimbekte	Geschuimbekt
Schuinen	Schuinde	Geschuind
Schulpen	Schulpte	Geschulpt
Schurken	Schurkte	Geschurkt
Schutten	Schutte	Geschut
Schutteren	Schutterde	Geschutterd
Schuwen	Schuwde	Geschuwd
Scoren	Scoorde	Gescoord
Scrabbelen	Scrabbelde	Gescrabbeld
Scratchen	Scratchte	Gescratcht
Screenen	Screende	Gescreend
Scrollen	Scrolde	Gescrold
Scrubben	Scrubde	Gescrubd
Sealen	Sealde	Geseald
Seconderen	Secondeerde	Gesecondeerd
Seculariseren	Seculariseerde	Geseculariseerd
Sedenteren	Sedenteerde	Gesedenteerd
Segmenteren	Segmenteerde	Gesegmenteerd
Segregeren	Segregeerde	Gesegregeerd
Seizen	Seisde	Geseisd
Seksen	Sekste	Gesekst
Seksualiseren	Seksualiseerde	Geseksualiseerd
Sekwestreren	Sekwestreerde	Gesekwestreerd
Sensibiliseren	Sensibiliseerde	Gesensibiliseerd
Separeren	Separeerde	Gesepareerd
Seponeren	Seponeerde	Geseponeerd
Settelen	Settelde	Gesetteld
Shaken	Shakete	Geshaket
Shamponeren	Shamponeerde	Geshamponeerd
Shampooën	Shampoode	Geshampood
Shimmyen	Shimmyde	Geshimmyd
Shocken	Shockte	Geshockt
Shoppen	Shopte	Geshopt
Shorttracken	Shorttrackte	Geshorttrackt
Shotten	Shotte	Geshot
Showen	Showde	Geshowd
Sidderen	Sidderde	Gesidderd
Siepelen	Siepelde	Gesiepeld
Signeren	Signeerde	Gesigneerd
Sijfelen	Sijfelde	Gesijfeld
Sijpelen	Sijpelde	Gesijpeld
Simmen	Simde	Gesimd
Simpen	Simpte	Gesimpt
Simplificeren	Simplificeerde	Gesimplificeerd
Singelen	Singelde	Gesingeld
Sinteren	Sinterde	Gesinterd
Sjabloneren	Sjabloneerde	Gesjabloneerd
Sjachelen	Sjachelde	Gesjacheld
Sjacheren	Sjacherde	Gesjacherd
Sjansen	Sjanste	Gesjanst
Sjappen	Sjapte	Gesjapt
Sjezen	Sjeesde	Gesjeesd
Sjieken	Sjiekte	Gesjiekt
Sjoelbakken	Sjoelbakte	Gesjoelbakt
Sjoelen	Sjoelde	Gesjoeld
Sjoemelen	Sjoemelde	Gesjoemeld
Sjokken	Sjokte	Gesjokt
Sjorren	Sjorde	Gesjord
Sjotten	Sjotte	Gesjot
Sjouwen	Sjouwde	Gesjouwd
Skateboarden	Skateboardde	Geskateboard
Skaten	Skatete	Geskatet
Skeeleren	Skeelerde	Geskeelerd
Skeletteren	Skeletteerde	Geskeletteerd
Skelteren	Skelterde	Geskelterd
Skimmen	Skimde	Geskimd
Skiën	Skiede	Geskied
Skypen	Skypte	Geskypt
Slaapwandelen	Slaapwandelde	Geslaapwandeld
Slabakken	Slabakte	Geslabakt
Slabben	Slabde	Geslabd
Slabberen	Slabberde	Geslabberd
Slagregenen	Slagregende	Geslagregend
Slalommen	Slalomde	Geslalomd
Slampampen	Slampampte	Geslampampt
Slappen	Slapte	Geslapt
Slaven	Slaafde	Geslaafd
Slechten	Slechtte	Geslecht
Sleden	Sleedde	Gesleed
Sleepvoeten	Sleepvoette	Gesleepvoet
Sleeën	Sleede	Gesleed
Sleuren	Sleurde	Gesleurd
Sleutelen	Sleutelde	Gesleuteld
Slibben	Slibde	Geslibd
Slibberen	Slibberde	Geslibberd
Slichten	Slichtte	Geslicht
Slidderen	Slidderde	Geslidderd
Sliepen	Sliepte	Gesliept
Slieren	Slierde	Geslierd
Slijmen	Slijmde	Geslijmd
Slippen	Slipte	Geslipt
Slissen	Sliste	Geslist
Slobberen	Slobberde	Geslobberd
Slodderen	Slodderde	Geslodderd
Sloffen	Slofte	Gesloft
Slonzen	Slonsde	Geslonsd
Slooien	Slooide	Geslooid
Slorpen	Slorpte	Geslorpt
Sloten	Slootte	Gesloot
Sloven	Sloofde	Gesloofd
Sluikstorten	Sluikstortte	Gesluikstort
Sluipen	Sloop	Geslopen
Sluizen	Sluisde	Gesluisd
Slungelen	Slungelde	Geslungeld
Smaden	Smaadde	Gesmaad
Smakken	Smakte	Gesmakt
Smalen	Smaalde	Gesmaald
Smashen	Smashte	Gesmasht
Smeden	Smeedde	Gesmeed
Smeulen	Smeulde	Gesmeuld
Smiespelen	Smiespelde	Gesmiespeld
Smijdigen	Smijdigde	Gesmijdigd
Smikkelen	Smikkelde	Gesmikkeld
Smodderen	Smodderde	Gesmodderd
Smokken	Smokte	Gesmokt
Smotsen	Smotste	Gesmotst
Smousen	Smouste	Gesmoust
Smousjassen	Smousjaste	Gesmousjast
Smouten	Smoutte	Gesmout
Smouzen	Smousde	Gesmousd
Sms'en	Sms'te	Ge-sms't
Smukken	Smukte	Gesmukt
Smullen	Smulde	Gesmuld
Smulpapen	Smulpaapte	Gesmulpaapt
Snaaien	Snaaide	Gesnaaid
Snabbelen	Snabbelde	Gesnabbeld
Snakken	Snakte	Gesnakt
Snateren	Snaterde	Gesnaterd
Snauwen	Snauwde	Gesnauwd
Snebberen	Snebberde	Gesnebberd
Sneeuwballen	Sneeuwbalde	Gesneeuwbald
Sneeuwen	Sneeuwde	Gesneeuwd
Snepen	Sneepte	Gesneept
Sneren	Sneerde	Gesneerd
Snerken	Snerkte	Gesnerkt
Sneukelen	Sneukelde	Gesneukeld
Sneven	Sneefde	Gesneefd
Snezen	Sneesde	Gesneesd
Snibben	Snibde	Gesnibd
Snieren	Snierde	Gesnierd
Sniffen	Snifte	Gesnift
Snikken	Snikte	Gesnikt
Snipperen	Snipperde	Gesnipperd
Snoeken	Snoekte	Gesnoekt
Snoepen	Snoepte	Gesnoept
Snoeren	Snoerde	Gesnoerd
Snokken	Snokte	Gesnokt
Snookeren	Snookerde	Gesnookerd
Snorkelen	Snorkelde	Gesnorkeld
Snotteren	Snotterde	Gesnotterd
Snowboarden	Snowboardde	Gesnowboard
Snuffelen	Snuffelde	Gesnuffeld
Snuffen	Snufte	Gesnuft
Snuisteren	Snuisterde	Gesnuisterd
Socialiseren	Socialiseerde	Gesocialiseerd
Sodemieteren	Sodemieterde	Gesodemieterd
Soebatten	Soebatte	Gesoebat
Soezen	Soesde	Gesoesd
Softballen	Softbalde	Gesoftbald
Soigneren	Soigneerde	Gesoigneerd
Solderen	Soldeerde	Gesoldeerd
Solemniseren	Solemniseerde	Gesolemniseerd
Soleren	Soleerde	Gesoleerd
Solfegiëren	Solfegieerde	Gesolfegieerd
Solidariseren	Solidariseerde	Gesolidariseerd
Solideren	Solideerde	Gesolideerd
Sollen	Solde	Gesold
Solliciteren	Solliciteerde	Gesolliciteerd
Solmiëren	Solmieerde	Gesolmieerd
Somberen	Somberde	Gesomberd
Souffleren	Souffleerde	Gesouffleerd
Soundmixen	Soundmixte	Gesoundmixt
Soutacheren	Soutacheerde	Gesoutacheerd
Souteneren	Souteneerde	Gesouteneerd
Sovjetiseren	Sovjetiseerde	Gesovjetiseerd
Spachtelputzen	Spachtelputzte	Gespachtelputzt
Spaden	Spaadde	Gespaad
Spalken	Spalkte	Gespalkt
Spanen	Spaande	Gespaand
Spankeren	Spankerde	Gespankerd
Spanseren	Spanseerde	Gespanseerd
Sparkelen	Sparkelde	Gesparkeld
Sparren	Sparde	Gespard
Spartelbenen	Spartelbeende	Gespartelbeend
Spatten	Spatte	Gespat
Specialiseren	Specialiseerde	Gespecialiseerd
Specificeren	Specificeerde	Gespecificeerd
Speculeren	Speculeerde	Gespeculeerd
Speechen	Speechte	Gespeecht
Spelden	Speldde	Gespeld
Speldenwerken	Speldenwerkte	Gespeldenwerkt
Spelemeien	Spelemeide	Gespelemeid
